;Title;Link;Type;Year_Release;Duration;Country;Directors;Cast;Genres;Description;RatingAverage;Votes;Reviews
1509;Diecisiete ;https://www.filmaffinity.com/es/film552688.html;film;2019.0;100 min.;España;Daniel Sánchez Arévalo;Biel Montoro, Nacho Sánchez, Lola Cordón, Iñigo Aranburu, Itsaso Arana, Kandido Uranga, Carolina Clemente, Jorge Cabrera, Chani Martín, Mamen Duch;Drama, Comedia, Road Movie, Familia, Adolescencia, Perros/Lobos;Héctor es un chico de 17 años que lleva dos interno en un centro de menores. Insociable y poco comunicativo, apenas se relaciona con nadie hasta que se anima a participar en una terapia de reinserción con perros. En ella establece un vínculo indisoluble con un perro, al que llama Oveja. Pero un día el perro es adoptado y Héctor se muestra incapaz de aceptarlo. A pesar de que le quedan menos de dos meses para cumplir su internamiento, decide escaparse para ir a buscarlo.;6.8;9293.0;"""Una película de carretera que circula por la geografía de lo humano, y que se siente a gusto en el arte de sentirse bien. (...) Daniel Sánchez Arévalo interpreta esa partitura que se sabe de memoria: el manual de la feel good movie. Con un descaro que solo puede ser síntoma de la confianza con la que se están tocando todas las notas (y ya puestos, las fibras). (...) La ficción como cura del cinismo; como llamamiento real a la empatía. (...) Puntuación: ★★★ (sobre 5)"" , ""Un bello tratado de la emoción. (...) lo narrado se funde con el mecanismo que lo mueve por dentro."" , ""Es bonita, inteligente, excéntrica, tierna, un homenaje a los desamparados (...) Arévalo introduce humor del bueno, paradojas con causa, humanidad de primera clase, diálogos endiablados, situaciones que te conmueven."" , ""Sin dejar nunca de parecer ligera, sin dejar de ser nunca transcendente (...) y tan bien dialogada, filmada e interpretada que se despliega ante uno como una película memorable y digna de celebración. (…) Puntuación: ★★★ (sobre 5)"" , ""Una película con mejores intenciones que grandes resultados, sobre todo por culpa de unos diálogos demasiado escritos y pomposos que comprometen la frescura inicial de la propuesta (…) Puntuación: ★★ (sobre 5)"" , ""Una predecible y tópica feel good road movie que pasa exactamente por todos los lugares comunes por los que se la espera (...) un producto meramente comercial que no ofende, pero que no tiene nada especial a destacar"" , ""El regreso familiar y tierno de Daniel Sánchez Arévalo. (…) Puntuación: ★★★ (sobre 5)"" , ""Baila entre la comedia y el drama, sobresalientemente trenzado y que consigue que lo difícil parezca sencillo. Una obra de madurez que demuestra que para ganar hay que aprender a perder. (…) Puntuación: ★★★★ (sobre 5)"" , ""El cineasta apuesta por el lado luminoso a la hora de diseñar esta particular road movie y lo hace con un guion audaz, tierno y de un humor muy personal y una puesta en escena austera y elocuente"" , ""Una road movie sencilla, agradable y tierna (...) Explora temas íntimos que afectan a muchos espectadores."" , ""Una historia de personajes particulares, entrañables por su singularidad, (...) Los buenos guiones son esos que nos hacen creer que los escribimos nosotros en la cabeza antes de que ocurran frente a nuestros ojos."""
1510;El Camino: Una película de Breaking Bad ;https://www.filmaffinity.com/es/film424407.html;film;2019.0;122 min.;Estados Unidos;Vince Gilligan;Aaron Paul, Matt Jones, Charles Baker, Jesse Plemons, Krysten Ritter, Scott Shepherd, Tom Bower, Scott MacArthur, Tess Harper, Robert Forster, Larry Hankin, Kevin Rankin, Johnny Ortiz, Marla Gibbs, Brendan Sexton III, Michael Bofshever, Bryan Cranston, Cody Renee Cameron;Thriller, Drama, Secuela;"Tiempo después de los eventos sucedidos tras el último episodio de la serie ""Breaking Bad"", el fugitivo Jesse Pinkman (Aaron Paul) huye de sus perseguidores, de la ley y de su pasado. (FILMAFFINITY)";6.3;14417.0;"""Funciona donde muchos otros spin-offs fallan porque sabe capturar la esencia del material original (...) Puntuación: ★★★★ (sobre 5)"" , ""Es una continuación, pero no parece un mero episodio más largo de lo habitual. Es una película de verdad, con un ritmo tenso, una conclusión satisfactoria y un gran aspecto visual que la hace distinguirse."" , ""Es un cierre excelente para el personaje de Jesse (...) Puntuación: ★★★★ (sobre 5)"" , ""Un epílogo poderoso y modesto. Es impresionante, oblicua y tiene una fotografía excepcional (...) Puntuación: ★★★★ (sobre 5)"" , ""Un proyecto que resulta fiel a su fuente, un epílogo bien realizado para un personaje muy querido (...) Puntuación: ★★★½ (sobre 4)"" , ""Recrea el tono y las sensaciones de 'Breaking Bad' con tanta eficacia que es asombroso que no haya sido grabada al mismo tiempo y haya estado guardada hasta ahora"" , ""Una fascinante despedida de 'Breaking Bad' (...) una ágil historia de huidas que le da a Jesse Pinkman su merecido ratito de gloria"" , ""Le da a Jesse Pinkman el canto de cisne que merece, con una absorbente historia de dos horas que nos lleva de vuelta al peligroso mundo de las drogas y los electrizantes tiroteos"" , ""Le da a los seguidores de 'Breaking Bad' exactamente lo que quieren (...) Un fan service ejecutado al más alto nivel"" , ""Una excelente despedida para Jesse Pinkman (…) Puntuación: ★★★★ (sobre 5)"" , ""La serie no sabe lo que es ni lo que quiere ser (...) Desde el principio está claro que estamos en manos de un narrador magistral (...) Puntuación: ★★★ (sobre 5)"" , ""No consigue llegar a las mareantes alturas y la carga de tensión de la serie, pero ofrece una sólida despedida para el atormentado Jesse Pinkman"" , ""Tiene una buena puesta en escena, un buen sonido, y si eres un fan, te encantarán todas las referencias y los cameos que ofrece."" , ""Con Vince Gilligan casi en la cima de su talento y tomándote el tiempo para arreglar alguna de las cosas que la serie no dejó del todo cerradas, se consigue un regalo endiabladamente entretenido (...) Puntuación: ★★★★ (sobre 5)"" , ""Está bien ejecutada pero añade pocas cosas al universo de 'Breaking Bad' (...) Es un viaje animado y escénico, pero ya tenemos el mapa."" , ""Es muy buena (...) Un desenlace pulcro y muy emotivo para la historia de Jesse (...) Puntuación: ★★★½ (sobre 5)"" , ""Aunque es un placer estar otra vez en compañía de Aaron Paul, no creo que te pierdas mucho si no la ves (...) Puntuación: ★★★½ (sobre 5)"" , ""No tengas demasiadas expectativas y disfrútala como lo que es: un epílogo cuidadoso, dinámico y apropiado de una de las mejores series de la historia de la televisión."" , ""Le hace honor al segundo mejor cocinero de metanfetamina y a una de las mejores series de la historia. (...) Puntuación: ★★★½ (sobre 5)"" , ""Es completamente lógica, creíble, inteligente."" , ""Esta película es absolutamente inconsecuente. Bien filmada, mejor fotografiada, pero completamente inútil."" , ""Es un thriller psicológico (...) con entidad propia, narrado con solidez y sofisticación, con un notable despliegue visual (...) 'El Camino' no defrauda. (...) Puntuación: ★★★★ (sobre 5)"" , ""Está competentemente dirigida, bien actuada, posee algunos momentos de tensión y suspenso manejados con la habitual pericia narrativa de Gilligan, pero no le encuentro sentido a su existencia."" , ""Vince Gilligan, el creador de la serie y que dirigió los episodios más importantes, no logra que 'El Camino' tenga el ritmo y la tensión del final de la serie, hasta que llega la última media hora."" , ""Aaron Paul está muy bien, ese universo funciona (a medias) y el nostálgico tendrá lo que fue a buscar. Eso sí, no mucho más. (...) Puntuación: ★★★ (sobre 5)"" , ""Es un producto eficaz, atrapante y con buenas ideas visuales (la gran especialidad de Gilligan) que agrega poco a un universo que parecía cerrar perfecto como estaba."" , ""Considerando su cometido, la película está buenísima. (...) Aparte de las buenas ideas de escritura, tiene una formidable imaginación formal. Las imágenes son deslumbrantes, y el montaje es de una imaginación y habilidad asombrosas."" , ""La identidad sigue intacta, la visual y la narrativa (...) Eso es lo que nos gustaba de la serie, ¿no? Su fuerte personalidad, al calor de la referencialidad posmoderna. Pues aquí hay para dar y tomar."""
1511;El espía que me plantó ;https://www.filmaffinity.com/es/film650499.html;film;2018.0;116 min.;Estados Unidos;Susanna Fogel;Mila Kunis, Kate McKinnon, Sam Heughan, Justin Theroux, Gillian Anderson, Hasan Minhaj, Ivanna Sakhno, Ólafur Darri Ólafsson, Fred Melamed, Justine Wachsberger, Maria Z. Wilson, Kev Adams, Attila Árpa, Nick Wittman, Dustin Demri-Burns, Ruby Kammer, Lolly Adefope, Roderick Hill;Comedia, Acción, Espionaje;Audrey y Morgan son dos amigas que se ven involucradas en una conspiración internacional cuando una de ellas descubre que su ex-novio era en realidad un espía. (FILMAFFINITY);4.7;2108.0;"""Un batiburrillo de elementos de género que deja a sus estrellas atrapadas (...) No tiene sentido ni comparándola con las películas de Bond de Roger Moore"" , ""Presenta una trama de espionaje que está llena de bromas que no funcionan (...) Puntuación: ★★ (sobre 5)"" , ""No es divertida (...) Te reirás un poco, pero prepárate para sentirte abrumada (...) Puntuación: ★★ (sobre 4)"" , ""Es un entretenimiento excesivo y extrañamente explosivo, una película que no sabe si quiere ser una comedia ligera o un ejercicio pesado con megaviolencia de serie B."" , ""'The Spy Who Dumped Me' es mejor que las últimas películas de Bond y Bourne (...) Es exactamente lo que promete (...) Fogel sabe dirigir escenas de acción"" , ""Este entretenimiento veraniego desechable no tiene nada revolucionario (...) Es irregular pero suele ser graciosa"" , ""Una comedia rutinaria pero atractiva (...) En general, es una comedia sólida (...) El ritmo no siempre es el adecuado"" , ""Sin gracia (...) Simplemente va saltando de una localización europea a otra ignorando cada oportunidad cómica que se presenta."" , ""Kate McKinnon brilla (...) Una mezcla afectuosa y tonta de humor de hermanas y acción violenta de espías"" , ""Película de evidentes aires feministas, y que estaría a punto de ser simpática y efervescente si no fuera tan redundante y larga. (...) uno de esos (mal) llamados entretenimientos veraniegos que no terminan de calar"" , ""No sabe si quiere ser alegre comedia, parodia descerebrada, reivindicación de la sororidad o todo lo contrario. (...) en su voluntad de serlo todo a la vez y de la forma lo más alborotada posible, acaba por ser muy poco. Y, lo peor, con muy poca gracia."" , ""Bebe tanto (o más) de las comedias femeninas que de los 'actioners' protagonizados por ellas. (...) A destacar, el esmerado diseño de producción, el desenfrenado uso de la violencia y la originalidad de algunas secuencias"" , ""Fogel orquesta algunas secuencias de acción tan absurdamente violentas como inventivas, y las adereza con un ágil sentido del ritmo cómico. A nivel narrativo, eso sí, la película en ningún momento es capaz de aclararnos qué estamos viendo y por qué"" , ""Dotada de un sentido del humor entre payaso y gamberro, la película arrasa con todos los tópicos imaginables (...) Puntuación: ★★★★ (sobre 5)"" , ""Fogel (...) se esfuerza por que esta película llena de clichés sea entretenida y refrescante, y lo logra apoyándose en la química que hay entre sus protagonistas, en uno que otro apunte gracioso y en la confección de unas impresionantes secuencias de acción. Puntuación: ★★★ (sobre 4)"" , ""La película propuesta se queda a medias. Eso sí, su acción es espectacular. (...) Si Fogel se hubiera concentrado en la acción habría hecho un notable filme de fría sátira. A pesar de sus aciertos, el disparejo resultado decepciona."" , ""Es un cinta de verano que cumple con ser entretenida, que decepciona como una cinta cómica pero sorprende como filme de acción. (...) Puntuación: ★★½ (sobre 5)"" , """"La película se frena y queda a mitad de camino, porque no se anima con la arriesgada propuesta de la sátira y descuartizamiento del universo femenino carente de luces y talentos."" , ""Esta comedia intenta también ser una película de acción, y termina resultando un híbrido.  (...) el resultado es el clásico ni chicha ni limonada que no termina de conformar a nadie."" , ""Aun con sus fórmulas y caprichos (...) la película sostiene cierta elegancia y fluidez."" , ""El resultado (...) es irregular, con un metraje excesivo producto de una narración reiterativa y por momentos carente de ritmo, pero que tiene un punto alto en la gracia (controlada) de McKinnon."" , ""El dúo protagónico tiene mucha química y se lo pasa en grande en esta parodia a los filmes de espionaje que no se priva de escenas de acción grandilocuentes e hiperviolentas (...) que, a pesar de hacer agua por momentos, se disfruta de principio a fin."" , ""Hay muchas, tal vez demasiadas escenas de acción si se tiene en cuenta que esto, antes que nada, es una comedia (...). Y algunos gags divertidos, aunque en el medio de material más mediano y previsible."""
1512;La trinchera infinita ;https://www.filmaffinity.com/es/film565820.html;film;2019.0;147 min.;España;Jon Garaño, Aitor Arregi, José Mari Goenaga;Antonio de la Torre, Belén Cuesta, Vicente Vergara, José Manuel Poga, Emilio Palacios, José María del Castillo, Carlos Bernardino, Adrián Fernández, Nacho Fortes, Marco Cáceres, Joaquín Gómez, Esperanza Guardado, Óscar Corrales, Enrique Asenjo, Estefanía Rueda;Drama, Basado en hechos reales, Guerra Civil Española, Posguerra española, Años 30, Años 40;;7.3;15237.0;"""Película notable e hipnótica, claustrofóbica, angustiosa, compleja, nunca tediosa (...) todo respira autenticidad. Y hay un tratamiento visual muy poderoso (...) Este retrato del miedo, el acoso y la supervivencia merece respeto y atención."" , ""Una experiencia asfixiantemente inmersiva. (...) Los ojos fieros de Antonio de la Torre son domesticados por la voz entrecortada de Belén Cuesta, pero sobre todo por un sentimiento de derrota fustigante, fraguado de la forma más cruel. (...) Así se construye una película de posguerra prácticamente perfecta. (...) Puntuación: ★★★½ (sobre 5)"" , ""Brillante y doloroso retrato de la Guerra Civil por dentro. (...) deslumbrante cuanto más se acerca a la oscuridad"" , ""Aunque hay momentos y sentimientos que se expresan más de una vez, todos ellos contienen su sentido y su sensibilidad, y están muy bien trabajados en la imagen (...) En una película tan larga y densa, los mensajes son incontables y de todo tipo"" , ""Una película sobre la guerra civil española, y la consiguiente posguerra, con un planteamiento distinto, inédito. No es un filme de trincheras, ni de discusiones ideológicas. Es un relato decididamente interior (…) Puntuación: ★★★ (sobre 5)"" , ""Un excelente filme que sabe mantener la tensión del espectador, con algún momento tierno y de humor. Absolutamente recomendable."" , ""Carece de hondura psicológica (...) resulta particularmente decepcionante el enfoque que 'La trinchera infinita' acaba adoptando."" , ""Una opción cinematográfica tan tradicional como conservadora (...) Lejos, muy lejos, quedan otras incursiones mucho más lúcidas y revulsivas en el tema de los ‘topos’ (...) mucho más valientes y, decididamente, mucho más estimulantes"" , ""Un amargo y deslumbrante drama sobre el miedo (...) un peliculón que debería conectar con el gran público"" , ""La película más madura de los directores (...)  una película canónica pero a la que le importa menos su capacidad aleccionadora como documento histórico que la oportunidad de llevar el thriller hasta sus últimas consecuencias."" , ""Un peliculón sobre la Guerra Civil (...) La genialidad de Goenaga, Arregi y Garaño es, de nuevo, la atención y el mimo a lo pequeño. (…) Puntuación: ★★★★ (sobre 5)"" , ""Una historia de lucha silente, de resistencia, de miedo y de mucha soledad. Los directores van creando un espacio íntimo fuerte y unido (...) Eso, y muchas otras cosas que se cuentan con el sigilo y silencio forzoso (…) Puntuación: ★★★★ (sobre 5)"" , ""Treinta años sin salir de la oscuridad; por eso (en unos significativos y soberbios momentos), cuando su mujer le habla y él responde escondido, parece que hable con un fantasma. (...) unos cineastas con una visión poética, pero también terrorífica y oscura, de la realidad"" , ""Que historia tan apasionante, qué película tan fantástica. (...) un guion perfecto, una ambientación impecable y dos actores en un estado de madurez esplendoroso. (...) Una gran película. (…) Puntuación: ★★★★ (sobre 5)"" , ""Los directores, además de firmar un brillantísimo guión, son maestros en la dirección de actores, porque si Antonio de la Torre está excepcional, Belén Cuesta se sale de la estratosfera cinematográfica (...) Una película ‘puro arte’ que arrasará."" , ""La peripecia está bien contada y, a ratos, es asfixiante. Sin embargo, algo falta. El subtexto. Lo que subyace. Esa carga metafórica que de alguna manera misteriosa convierte una película en cine."" , ""Un viaje emocional intenso, casi perfectamente afinado, sobre el miedo de la represión política y, más extensamente, sobre la vulnerabilidad humana, la desesperación y la resistencia"" , ""Una película que refleja la claustrofobia física y mental sufrida por sus protagonistas. La sensibilidad demostrada por estos cineastas en sus anteriores trabajos vuelve a expandirse en este nuevo título"" , ""Sin caer en simbolismos torpes, se trata de un retrato contundente sobre la alienación, la represión (interna y externa), el miedo y la pérdida de la libertad. (...) Puntuación: ★★★½ (sobre 5)"" , ""Con pocos pero muy bien utilizados elementos, el trío de directores logran contar una gran historia a través de una anécdota que parece mínima pero que, claramente, no lo es."" , ""'La trinchera infinita' logra –sin aparente esfuerzo– elaborar una alegoría histórica sin dejar de lado el registro realista."" , ""Sin querer los tres directores consiguen, al contar una historia del pasado, darnos ánimo en el presente. (...)  nos da un hermoso regalo en estos tiempos."" , ""Transmite con mucha eficacia el clima de opresión y paranoia en el que viven sumergidos sus protagonistas. El excelente trabajo de fotografía y sonido fue clave para acentuarlo."""
1513;Jonas (TV);https://www.filmaffinity.com/es/film207771.html;film;2018.0;82 min.;Francia;Christophe Charrier;Félix Maritaud, Nicolas Bauwens, Tommy Lee Baïk, Aure Atika, Marie Denarnaud, Ilian Bergala, David Baïot, Mahault Mollaret;Drama, Romance, Telefilm, Homosexualidad;El pasado atormenta a Jonas, quien rememora su idilio adolescente con Nathan, un joven tan impulsivo y retorcido como irresistible.;6.2;338.0;"""Una película francesa bien hilada, bien dirigida y con sólidas interpretaciones, cuyo metraje de 82 minutos representa la duración perfecta (...) Puntuación: ★★★★ (sobre 5)"" , ""Maritaud ofrece una interpretación entregada y muy convincente (...) La película no se atreve a explorar la parte física de la relación entre ambos protagonistas, algo razonable, pero que le da un toque un tanto evasivo e inocente."" , ""Un retrato astuto y consciente de un hombre afligido. Su ligereza es un pequeño defecto, pero no un error fatal."""
1514;Milagro en la celda 7;https://www.filmaffinity.com/es/film673109.html;film;2019.0;132 min.;Turquía;Mehmet Ada Öztekin;Aras Bulut Iynemli, Nisa Sofiya Aksongur, Deniz Baysal, Celile Toyon Uysal, Ilker Aksum;Drama, Comedia, Remake, Drama carcelario, Discapacidad;Un hombre con discapacidad intelectual es injustamente encarcelado por la muerte de una niña, y debe demostrar su inocencia para poder estar de nuevo con su hija.;7.2;1494.0;"""La trama está repleta de golpes bajos, que se suceden uno detrás del otro. Estilísticamente no hay recurso para incentivar el llanto que no esté utilizado, desde la música ""emotiva"" hasta la cámara lenta."" "
1515;Roman J. Israel, Esq. ;https://www.filmaffinity.com/es/film359329.html;film;2017.0;129 min.;Estados Unidos;Dan Gilroy;Denzel Washington, Colin Farrell, Carmen Ejogo, Shelley Hennig, Nazneen Contractor, Amanda Warren, Andrew Tinpo Lee, Cynthia Dallas, Niles Fitch, Dominic Pace, Pablo Ramos, Ludwig Manukian, Margaret Newborn, Elisa Perry, Jean-Pierre Mouzon, Jocelyn Ayanna, Vince Cefalu;Drama, Crimen, Drama judicial;Roman J. Israel, Esq. se sitúa en el lado oculto del saturado sistema penal de Los Ángeles. Denzel Washington interpreta a un abogado defensor idealista y con vocación, cuya vida cambia drásticamente cuando su mentor, un icono de los derechos civiles, muere. Cuando es contratado por una empresa dirigida por uno de los antiguos estudiantes del legendario hombre, el ambicioso abogado Geoge Pierce (Colin Farrell), y comienza una amistad con una joven luchadora por la igualdad de derechos (Carmen Ejogo) una turbulenta serie de eventos desafían el activismo que siempre ha definido la carrera de Roman. (FILMAFFINITY);6.0;3574.0;"""Washington brilla en un extraño estudio de personaje (...) Es un film confuso. En parte me conmovió, en parte me aburrió, en parte me desconcertó."" , ""Denzel Washington está cautivador (...) Nos deja con un personaje al que no olvidarás fácilmente, aunque te gustaría que la película fuera tan fascinante como él."" , ""Esta historia angustiosa y admirablemente cerebral (...) tiene muchas cualidades positivas y nobles (...) Desgraciadamente, hay algo en su núcleo que no funciona"" , ""Un gran personaje en una película aburrida (...) Se queda corta a la hora de generar la misma pasión que mantiene a Roman en movimiento"" , ""Otra impresionante y a veces conmovedora actuación de Denzel Washington (...) Lo que es extremadamente decepcionante es que el argumento del guion no es tan interesante."" , ""[Gilroy] toca las teclas previsibles pero con más color y profundidad de lo que esperabas (...) El clímax es ridículo y el desenlace es tremendamente cursi"" , ""[Washington] es lo mejor de una película comercial torpe que se vende a sí misma como un thriller dramático pero que en realidad no lo es (…) Puntuación: ★★½ (sobre 4)"" , ""A Gilroy se le ha acusado en esta ocasión de construir un relato que no está a la altura de su personaje. (...) pero esta película llena de secuencias memorables vale, en el fondo, lo mismo que su (anti)héroe. Y este vale su peso en oro."" , ""No es tan despiadada y tenebrosa como «Nightcrawler» (...) La composición que hace Washington del tipo íntegro (...) es formidable, lo mejor de una película cuya historia se trenza con los dos lenguajes de la abogacía y del sistema (…) Puntuación: ★★★ (sobre 5)"" , ""Muy interesante como idea pero llamativamente decepcionante en su resolución (...) propuesta sin duda bienintencionada pero disuasoriamente confusa, argumentalmente desenfocada y dramáticamente desigual. (…) Puntuación: ★ (sobre 5)"" , ""Denzel Washington interpreta a un curioso personaje que se come la película, es decir, importa más él que la trama (…) Puntuación: ★★★ (sobre 5)"" , ""Gilroy ha escrito y dirigido un segundo largo que no ofrece nada de lo que se podría esperar del autor de la rabiosa 'Nightcrawler' (...) Washington sale de su zona de confort, pero el exterior no le hace justicia. (…) Puntuación: ★★ (sobre 5)"" , ""Este drama, con ribetes judiciales, pero sin el aliciente del clásico duelo de letrados en la corte y con un guion que no acaba de encontrar su rumbo, tiene como mayor atractivo la interpretación de Denzel Washington (…) Puntuación: ★★ (sobre 5)"" , ""Con los apuntes sociales Gilroy habría logrado un filme que no requería algo policial. Esta segunda, no del todo plausible vertiente del filme, no es mala. Pero reitera ciertos lugares comunes vistos en otras películas con temática legal."" , ""Una modesta y gris reflexión sobre moralidad y cambios sociales, la película se apoya por completo en una peculiar actuación de Denzel Washington. (...) Puntuación: ★★ (sobre 5)"" , ""El mundo de la justicia que se enmarca se va diluyendo en un drama personal, con tintes de thriller, que jamás llega a elevar sus alas. El protagonista es la única razón por la que la cinta se salva de la catástrofe."" , ""Un muy interesante dilema moral que queda desaprovechado. Gilroy hace una película diferente a 'Primicia mortal', pero no le llega a ésta."" , ""Lástima que la película no resulte tan fascinante (...) Los puntos de tensión incluso se sostienen e impulsan el desarrollo. Después empieza a caer en las obviedades del drama, recurre a la fórmula más predecible y ofrece una resolución que raya en la cursilería."""
1516;Everybody's Everything ;https://www.filmaffinity.com/es/film298772.html;film;2019.0;115 min.;Estados Unidos;Sebastian Jones, Ramez Silyan;Documentary, Lil Peep;Documental, Documental sobre música;Creando una mezcla única de punk, emo y trap, Lil Peep iniciaba un nuevo género musical cuando repentinamente murió de una sobredosis de drogas a los 21 años. Producido por Terrence Malick, Everybody’s Everything es un retrato íntimo y humanista que busca entender a un artista que intentó ser todo para todos.;7.0;226.0;"""Una santificación fascinante e hipnótica del músico fallecido (...) Un estudio de las redes sociales como espada de doble filo: una herramienta que te puede ayudar pero que también te puede hacer rehén."" , ""Uno de los aspectos más fascinantes es ver cómo el pequeño Gus, rubito y sonriente, se transforma en el tatuado y hedonista Peep"" , ""Busca algo más cósmico que informativo (...) Llega a algún tipo de verdad sobre los riesgos y las recompensas de un artista que no parecía tener límites"" , ""El único punto de vista que falta es el del propio Peep y ese agujero que hay en el centro de la historia es lo que hace que el film sea impactante y hechizante."" , ""Está llena de altibajos, penas, memorias, diversión e ideología política. Es un caos, pero uno auténtico y preciso."" , ""Una exploración lírica de lo existencial (...) Los fans apreciarán esta visión distinta de su ídolo caído"" , ""Un retrato del artista en estado puro, además de un homenaje a su altura (…) Puntuación: ★★★½ (sobre 5)"""
1517;Carmen Sandiego (Serie de TV);https://www.filmaffinity.com/es/film950589.html;serie;2019.0;22 min.;Estados Unidos;Duane Capizzi (Creator), Jos Humphrey, Kenny Park;Animation;Serie de TV, Animación, Aventuras, Crimen, Videojuego, Remake;;6.2;321.0;"""Es más interesante por no apoyarse en el dualismo cerebro vs músculo (...) 'Carmen Sandiego' sigue la tradición del entretenimiento educativo, pero sus lecciones van más allá de los libros de texto"" , ""Hay mucha acción y un argumento emotivo para disfrutar (...) Pero el material educativo se ofrece a los niños de manera abrupta y no se ha hilado con el argumento"" , ""Sorprende con una mezcla interesante de aventuras, educación y complejidad moral (...) Seguramente fascine a los niños y a los adolescentes (...) Puntuación: ★★★★ (sobre 5)"""
1518;Rétame (Serie de TV);https://www.filmaffinity.com/es/film697060.html;serie;2019.0;42 min.;Estados Unidos;Megan Abbott (Creator), Gina Fattore (Creator), Jamie Travis, Megan Griffiths, Olivia Newman, Lauren Wolkstein, Steph Green;Erika Prevost, Taveeta Szymanowicz, Alison Thornton, Brittany Spiteri, Addyson Douglas, Robert Bazzocchi, Fuad Musayev, Rohain Arora, Victoria Goodman, Amanda Brugel, Mitchell Burt, Michael Giel, Justin Goodhand, Jose Gutierrez-Solana, Caleigh Le Grand, Tamberla Perry, Maroc Rey, Brittany Raymond, Mika Amonsen, Antonio J Bell, Tammy Blanchard, Dylan Colton, Joyful Drake, Paul Fitzgerald, Willa Fitzgerald, Herizen F. Guardiola, Rob Heaps, Marlo Kelly, Divan Meyer, Zach Roerig, Geraldine Ronan, Tyssen Smith, Brittany Teo, Adrian Walters, Greg White;Serie de TV, Thriller, Intriga, Crimen;Serie de TV (2019-). 10 episodios. Una cheerleader en su último año de instituto busca cómo vengarse de una hermandad de la que ya no forma parte. (FILMAFFINITY);5.9;329.0;"""Una comedia indie sobre una inadaptada en busca del amor y una lúcida visión de una ciudad pequeña llena de chavales peligrosamente aburridos que toma nuevos giros sobre géneros ya establecidos"" , ""Es llamativa y seductora (...) Es estimulante ver cómo 'Dare Me' desafía y disecciona el típico drama de adolescentes para encontrar algo más cautivador dentro."" , ""Un extravagante misterio de instituto con un montón de giros y curvas que gustará realmente a los fans del género"" , ""Es algo exagerada, pero está llena de giros oscuros y detalles placenteros (...) Tiene control narrativo y se acerca al material de forma inteligente. En otras manos habría sido peor"" , ""La serie consigue evocar la cualidad onírica del libro (...) Su reparto de desconocidos está bien"" , ""Su punto fuerte es cómo captura las numerosas formas de violencia emocional que son posibles en este mundo (...) Puntuación: ★★★½ (sobre 5)"" , ""Demuestra ser una de las mejores series de 2019 y va mejorando según avanza"" , ""Decir que 'Dare Me' es como 'Euphoria' no hace justicia a la serie (...) Esta es una historia mucho mejor ejecutada sobre las aventuras de jóvenes aburridos y adultos malos."" , ""Un thriller paciente y feroz (...) Su gimnasia narrativa funciona tanto en contenido como en forma, un equilibrio que es impresionante cuando todo está en el lugar adecuado."" , ""A nadie le amarga un 'psycho-thriller' más que decente sobre animadoras que harían cualquier cosa por mantener su reinado o escapar del tedio. (…) Puntuación: ★★★ (sobre 5)"""
1519;Greenhouse Academy (Serie de TV);https://www.filmaffinity.com/es/film534716.html;serie;2017.0;25 min.;Estados Unidos;Giora Chamizer (Creator), Roee Florentin;Ariel Mortman, Finn Roberts, Chris O'Neal, Dallas Hart, Cinthya Carmona, Grace Van Dien, Benjamin Papac, Jessica Amlee, BJ Mitchell, Aviv Buchler, Nadine Ellis, Yiftach Mizrahi, Parker Stevenson, Amit Yagur, Jake Miller, Stephanie Troyak, Yuval Yanai, Ishai Golan, Nitzan Levratovsky, Maayan Bloom;Serie de TV, Drama;Hayley y Alex, dos hermanos adolescentes, ingresan en un internado de élite. Allí encontrarán rivalidad, amor y un misterio vinculado con la reciente pérdida de su madre.;4.8;139.0;
1520;Los juicios de Gabriel Fernández (Miniserie de TV);https://www.filmaffinity.com/es/film903647.html;serie;2020.0;;Estados Unidos;Brian Knappenberger;Documentary, William Guirola, Wyatt Hinz, Rodrigo Alfonso, Larry Mantle, Johnny Jett Mercado;Serie de TV, Documental, Miniserie de TV;;6.9;327.0;"""Visionado obligatorio, porque te muestra cómo las agencias del gobierno que supuestamente tienen que proteger a los niños suelen fallar, y por motivos estúpidos."" , ""No cabe duda de que es interesante, pero estructuralmente es caótico, probablemente por haber estirado el material hasta los seis episodios."" , ""Una historia que tiene interés humano, pero que es fascinante e informativa como procedimiento policial"" , ""Es como si sus deseos de entretener y de fascinarnos todo lo posible (...) fueran mayores que su necesidad de informar y educar (...) Puntuación: ★★ (sobre 4)"" , ""Un poderoso recordatorio de que la homofobia acaba asesinando niños."""
